,area,perimeter,major_axis,minor_axis,angle,circularity,aspect_ratio,roundness,solidity
1,1676.5,162.46803605556488,59.75398635864258,36.494441986083984,179.9468231201172,0.7981372134976796,1.6373448423030526,0.5978330344666775,0.9781213535589265
2,1637.5,159.63960921764374,58.40752410888672,36.43843078613281,0.1659201830625534,0.8074392571314385,1.6029099730363408,0.6111584678512754,0.9770286396181385
3,1866.0,165.53910410404205,58.338226318359375,41.4361686706543,179.33372497558594,0.8556975774916574,1.4079058993616695,0.6980962677729998,0.9805570152390962
4,2671.0,229.39696860313416,102.41117858886719,36.754180908203125,0.4525645077228546,0.6378350826354738,2.786381741022833,0.3242569387187117,0.9606185937780974
5,2747.5,233.63960897922516,93.9762191772461,37.51441955566406,0.8828460574150085,0.6324913983706703,2.5050692584435104,0.39610642096304116,0.9606643356643356
6,1294.5,150.46803605556488,57.1066780090332,29.663732528686523,0.7715190052986145,0.7184944434195233,1.92513460515489,0.5054036556207648,0.964964591874767
7,2466.0,191.19595777988434,67.64783477783203,47.167869567871094,0.06995414942502975,0.8477065204579561,1.4341931360815814,0.6861125918013659,0.9850209706411025
8,2416.0,191.19595849514008,67.96170043945312,46.11325454711914,0.5656254887580872,0.8305186285900339,1.4737996939688771,0.6660066649775704,0.9769510715729883
9,1770.0,165.1959581375122,57.283992767333984,39.39297103881836,177.89474487304688,0.8150500830142874,1.454167869462945,0.6867787082140485,0.9738651994497937
10,1736.5,162.61017155647278,57.37660217285156,38.945011138916016,179.62393188476562,0.825257035857445,1.473272198284665,0.6716070626426007,0.9725567068048165
11,2003.5,185.92388021945953,62.86522674560547,42.66563415527344,175.41360473632812,0.7283311115789219,1.473439408326136,0.6454736126501889,0.9452701108752064
12,1888.0,175.53910422325134,66.647705078125,36.75559616088867,0.21827150881290436,0.7699527923337914,1.8132668774134666,0.5411799637777125,0.9699460570254302
13,1847.0,176.9116871356964,66.93949890136719,35.951011657714844,0.767453670501709,0.7415897372543173,1.8619642623325852,0.5248220824149733,0.9612282071298465
14,2491.0,203.53910374641418,76.28623962402344,43.10924530029297,179.38829040527344,0.7555929130614198,1.7696027636908085,0.5449936356224009,0.9741885021509582
15,1497.5,177.01219260692596,48.29093551635742,42.59705352783203,36.71603012084961,0.6005792618918456,1.1336684469221592,0.8176090914665191,0.8850472813238771
16,2291.5,203.09545254707336,71.59477996826172,42.898929595947266,3.167935848236084,0.6981187893947765,1.668917631339347,0.5692031080173844,0.9391393442622951
17,1125.5,141.8406196832657,154.60765075683594,38.943511962890625,1.5503360033035278,0.7029980549394986,3.9700490008236025,0.05995061679312039,0.9727744165946414
18,2268.0,206.02438533306122,84.18104553222656,34.85771560668945,179.40089416503906,0.6714530641005347,2.4149903132513826,0.4074971147039136,0.9740176079020829
19,1299.0,136.22539615631104,45.0329704284668,37.38642883300781,175.67767333984375,0.8796357184716271,1.204527199685571,0.8155640628934014,0.9829738933030647
20,1271.0,136.22539591789246,44.86959457397461,36.75284957885742,176.87733459472656,0.8606751363286327,1.220846685035994,0.8038062493063027,0.9761904761904762
21,3851.5,325.09545254707336,116.72642517089844,46.28020095825195,177.61831665039062,0.4579499089545957,2.5221676387316037,0.35991641185171336,0.8833715596330275
22,936.5,115.15432798862457,35.53725051879883,33.95492935180664,150.4605712890625,0.887477017639661,1.0466006319906538,0.9441701208550393,0.9775574112734864
23,918.0,115.74011445045471,35.49372482299805,33.30064392089844,155.4833526611328,0.8611617472711861,1.0658570118736743,0.9277899073919191,0.9719428268925357
24,1886.0,183.0538226366043,73.37286376953125,33.23741149902344,179.5663299560547,0.707284185209623,2.2075384472008914,0.4460472507277208,0.9696658097686375
25,2267.0,194.91168701648712,80.26657104492188,39.24427795410156,178.52691650390625,0.7498693854944919,2.0453063536752603,0.4480146522655643,0.9765237992677148
26,2260.0,190.71067678928375,72.89961242675781,40.21661376953125,178.88990783691406,0.7808512114806869,1.8126740566603279,0.5414621694715257,0.9826086956521739
27,1917.0,196.08326017856598,138.7628936767578,34.4786491394043,179.89419555664062,0.6265430814645615,4.024603548581929,0.12676096478129717,0.9561097256857856
28,2145.5,212.12489020824432,83.98825073242188,33.03113555908203,178.86668395996094,0.5991769829125496,2.5426994655449864,0.387259040740563,0.9461962513781698
29,420.0,86.28427052497864,168.31057739257812,36.66001510620117,2.4949440956115723,0.7089178159737487,4.591121332192462,0.018877157065187528,0.9610983981693364
30,2066.5,200.95331740379333,82.84556579589844,31.706905364990234,179.36590576171875,0.6430650600646196,2.612855617482427,0.3833601723500152,0.9766068052930057
31,3580.0,249.6812391281128,93.38829040527344,49.40650939941406,177.5275421142578,0.7216407823529477,1.8902021523176251,0.5226467991467839,0.9688768606224628
32,2917.5,228.4091614484787,87.48260498046875,42.471519470214844,179.00401306152344,0.7027384072008717,2.0597945651984513,0.48537518619355796,0.972337943676054
33,1089.0,132.56854128837585,49.35671615600586,28.455202102661133,178.5291290283203,0.7786759988607256,1.7345410508045562,0.5691745647790218,0.9671403197158082
34,1097.5,143.154327750206,51.06850051879883,27.843780517578125,178.3705596923828,0.6729850693451167,1.8341079971722463,0.5358070641512023,0.9432746024924796
37,1492.5,155.29646277427673,55.93560028076172,34.17587661743164,178.96058654785156,0.7776802615875933,1.6366983327717008,0.6073623295602413,0.9688412852969815
38,1502.0,160.22539591789246,56.98111343383789,33.529273986816406,179.17510986328125,0.7352196230701413,1.6994436997425793,0.5890039248738551,0.948831332912192
