,area,perimeter,major_axis,minor_axis,angle,circularity,aspect_ratio,roundness,solidity
1,1526.5,153.63960933685303,51.07984161376953,38.337642669677734,3.6465346813201904,0.8126439084501372,1.332367825895825,0.7449169276151411,0.9695141314703081
2,1619.5,163.63960909843445,62.02146911621094,33.5803108215332,177.41513061523438,0.760000625286745,1.8469593520391117,0.536052063911823,0.9709232613908872
3,1584.5,161.29646348953247,60.99079132080078,33.44840621948242,179.18829345703125,0.765336483932628,1.823428922759135,0.5423427337793593,0.97268262737876
4,1066.5,125.63960945606232,42.788997650146484,31.686809539794922,175.6856689453125,0.8490193108034603,1.3503725452828728,0.7416632369464797,0.9757548032936871
5,1222.5,137.63960909843445,44.5948486328125,35.199466705322266,13.356224060058594,0.8109085335973315,1.2669183032272937,0.7826896630224196,0.9603299293008641
6,4636.5,291.23758804798126,104.61360931396484,56.96599578857422,1.6840101480484009,0.6869186010345466,1.8364220245044396,0.5394162313965488,0.9246186060424768
7,3623.5,257.15432834625244,255.87229919433594,68.0699462890625,176.65060424804688,0.688573734169067,3.758961379340027,0.07046798303395828,0.9381229773462784
8,1480.0,151.88224971294403,54.171688079833984,36.048484802246094,3.082460403442383,0.8062273682493732,1.502745215978084,0.642136114373686,0.9717662508207485
9,1454.5,150.12489020824432,55.02127456665039,33.936302185058594,178.21214294433594,0.8109950136975537,1.6213102496144982,0.6117339040771993,0.9758470311975848
10,3143.5,234.95331799983978,90.80470275878906,46.34646224975586,0.09474992752075195,0.7155832458074127,1.9592585572001755,0.48540796803054603,0.9697670831405214
11,3017.5,234.95331799983978,88.57733917236328,46.54615783691406,179.90281677246094,0.6869007298310379,1.9030000173744914,0.4896797414414361,0.9562668356837268
12,3545.5,273.2375878095627,114.78167724609375,41.639957427978516,177.6134033203125,0.5967692932573109,2.7565272477673144,0.3426434823145814,0.9346250164755503
13,1167.5,139.35533821582794,74.31661224365234,36.183963775634766,4.487231254577637,0.7554740198973702,2.0538549260237486,0.26915050562653664,0.9636813867106893
14,2025.0,186.71067678928375,69.07732391357422,37.944095611572266,1.1777348518371582,0.7299558361735319,1.8205025788651787,0.5403362908897172,0.9647451167222487
15,1814.0,170.08326017856598,65.82733917236328,37.20143508911133,1.3300760984420776,0.7879959819570873,1.769483865734809,0.5330093162813908,0.975268817204301
16,1740.5,162.81118202209473,59.53909683227539,38.28671646118164,1.1262869834899902,0.825116806133409,1.5550849572760108,0.6251434158307909,0.9836111896015823
17,1392.0,156.2253955602646,54.92908477783203,33.444007873535156,5.69049072265625,0.7167139100208899,1.6424193232324407,0.5874144532537902,0.9466167970078204
18,1545.5,152.4680359363556,53.27617645263672,37.75664520263672,173.3787078857422,0.8354515358606683,1.4110410542755583,0.6932869585360741,0.9775458570524984
19,1337.0,143.94112479686737,53.57012176513672,36.929691314697266,168.26309204101562,0.8109078173682537,1.4505976047467501,0.5931933296758618,0.9702467343976778
20,1648.0,155.0538226366043,52.582820892333984,40.22024154663086,179.4883270263672,0.8613945429435438,1.3073720810793765,0.7588912829642659,0.9830002982403817
21,1701.0,164.9116871356964,58.22236251831055,37.83272171020508,179.43051147460938,0.7859796614528574,1.5389419498889905,0.6389027892806166,0.9681274900398407
22,1659.0,161.53910410404205,56.07782745361328,38.1174201965332,1.2303763628005981,0.7989156159280747,1.471186328048339,0.6716981383690509,0.9693251533742331
23,1458.0,155.5979791879654,80.21868896484375,35.52119445800781,179.48252868652344,0.7567622910411262,2.2583330934908763,0.28848054030679504,0.9755771160923385
24,1542.5,155.63960945606232,57.57120132446289,35.57115173339844,0.305040568113327,0.8001930444007714,1.6184801030889362,0.592549597697846,0.9762658227848101
25,1021.5,124.52691149711609,49.746158599853516,34.83855056762695,4.445059299468994,0.827793098325085,1.4279055181497466,0.5255685743902458,0.9850530376084861
26,1122.0,126.56854152679443,42.49703598022461,33.90076446533203,3.3520383834838867,0.8801388056002504,1.2535716126308418,0.7910167763818472,0.9811980760822038
27,1788.0,162.36753106117249,55.85740661621094,41.013633728027344,5.407666206359863,0.852273538590935,1.3619228909736876,0.7296525369798184,0.9826875515251443
28,710.5,112.5269113779068,46.38164520263672,38.38170623779297,30.742395401000977,0.705116941071418,1.2084310404357825,0.4205153970971048,0.98
29,1615.5,159.2964631319046,59.768863677978516,35.01032257080078,179.9434356689453,0.8000268447164828,1.7071783202542323,0.5757939306303496,0.9826642335766423
30,1679.0,172.71067678928375,68.41034698486328,31.61845588684082,0.7656749486923218,0.7073301790125651,2.1636207419393543,0.4567906736987404,0.9696794686687843
31,1687.5,177.98275482654572,72.66104888916016,30.967838287353516,0.8420146107673645,0.6694186328192169,2.3463390700678355,0.4069589223507342,0.9582623509369677
32,2259.0,203.05382251739502,75.80833435058594,38.67781448364258,178.51409912109375,0.6884997007395781,1.959995293494321,0.5004865843012465,0.950357593605385
33,1663.0,165.5979789495468,73.27047729492188,38.165802001953125,178.24327087402344,0.7620650581661088,1.9197939896866907,0.3944067387877003,0.9598845598845599
34,1507.5,160.3259003162384,111.76640319824219,45.136077880859375,179.42572021484375,0.7369869708287995,2.476209906701672,0.15365436053982798,0.9672762271414822
35,2550.0,206.85281205177307,77.14020538330078,43.266563415527344,1.3135278224945068,0.7489057859741897,1.7829057658787153,0.5456180353097579,0.9699505515405097
36,1485.5,144.9533177614212,46.40222930908203,40.89680480957031,1.7178984880447388,0.8884361058519266,1.134617472566546,0.8784258001597198,0.9831237590999338
